,,,,,,,,,,,,,
,,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
city,agg_account_name,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
Sevilla,4160:Supply: Booking fee,2751,1504,1765,2134,2037,1763,1518,1036,1932,2059,1950,2109
Sevilla,4190:Supply: Insurance,2,2,0,0,0,0,0,0,0,0,0,0
Sevilla,4230:Demand: Refunds Agent,490,526,157,190,181,157,135,92,172,183,173,187
Sevilla,4300:Payment processing fees,2258,2882,1725,2086,2037,1763,1518,1013,1889,2013,1907,2015
Sevilla,4310:Payout Fees,15,-1,10,12,11,10,8,6,11,11,11,12
Sevilla,4311:Fiscalization services,20,72,57,67,61,57,48,33,55,58,55,60
Sevilla,4320:Fraud & Failed Payments,202,40,137,142,136,118,84,58,107,92,87,94
Sevilla,4340:Debt expense,-275,27,14,17,16,14,12,8,15,16,15,16
Sevilla,5100:Operational costs,0,5,0,0,0,0,0,0,0,0,0,0
Sevilla,5101:Operational fines,0,0,0,0,0,0,0,0,0,0,0,0
Sevilla,5102:Operational Tax cost - Other,411,752,529,640,611,529,455,311,580,618,585,633
Sevilla,5230:Demand: Car Branding,485,96,181,408,419,508,320,117,415,566,468,162
Sevilla,6420:Infrastructure & services,164,149,161,187,172,161,136,91,154,162,155,168
Sevilla,6421:Communication Services,52,52,79,90,81,76,64,42,71,75,71,78
Sevilla,COS IT Infrastructure,216,201,240,277,253,237,200,134,225,237,226,246
Sevilla,COS Operational Costs,656,1020,608,735,702,607,523,357,665,709,672,727
Sevilla,COS Supply Costs,2771,1528,1765,2134,2037,1763,1518,1036,1932,2059,1950,2109
Sevilla,Commission for Net Rate,43859,46431,49019,59274,56595,48970,42160,28768,53659,57189,54173,58589
Sevilla,Customer Support,13,18,109,123,328,251,205,101,248,268,264,266
Sevilla,Customer Support G&A,0,0,1,0,0,-1,-3,-2,-1,-1,1,0
Sevilla,Demand Incentives,17866,21162,17647,28451,20374,17629,8432,5754,19317,18300,17335,25779
Sevilla,Dynamic OPEX,5863,5769,4555,5470,5253,4569,3914,2644,4900,5196,4922,5279
Sevilla,EBITDA (with overhead),6108,-375,3167,-12677,3227,2415,11579,10339,1850,4566,7950,-2413
Sevilla,EBITDA (without overhead),5978,-544,3168,-12677,3227,2413,11576,10337,1850,4566,7950,-2413
Sevilla,GA,-148,-197,0,0,0,0,0,0,0,0,0,0
Sevilla,GMV,187253,202885,196077,237094,226379,195880,168641,115070,214635,228756,216691,234356
Sevilla,Gross Branding Spend,0,0,5196,4813,5614,5485,5059,3452,6439,6863,6501,7031
Sevilla,Gross Demand Spend,0,0,17647,28451,20374,17629,8432,5754,19317,18300,17335,25779
Sevilla,Gross Net Rate,0,0,11078,-2916,12043,9794,18213,14729,10302,13954,16902,6562
Sevilla,Gross Supply Spend,0,0,15098,28925,18563,16062,10456,4833,17600,18072,13435,19217
Sevilla,Group Allocations,98,145,92,113,98,83,200,55,101,164,113,112
Sevilla,Local Operations,98,145,1117,1350,1148,955,942,618,1199,1319,1255,1214
Sevilla,Local ops Office Expenses,0,0,1,1,1,1,1,0,1,1,1,1
Sevilla,Local ops Outsourced Services,0,0,232,261,222,172,144,106,208,223,225,222
Sevilla,Local ops Software & Tools,0,0,30,37,33,28,24,17,30,31,29,29
Sevilla,Marketing Admin,18,28,0,0,0,0,0,0,0,0,0,0
Sevilla,Net Rate,13369,6778,11078,-2916,12043,9794,18213,14729,10302,13954,16902,6562
Sevilla,Net rate incl Other revenue,13376,6811,11078,-2916,12043,9794,18213,14729,10302,13954,16902,6562
Sevilla,No. of rides/orders,10995,11341,10954,12747,11669,10943,9266,6220,10470,11051,10519,11432
Sevilla,OPEX (fixed cost),1535,1586,3356,4291,3563,2811,2723,1747,3553,4193,4030,3696
Sevilla,Other Operating Income and Expenses,-275,27,14,17,16,14,12,8,15,16,15,16
Sevilla,Payment Processing,2495,2994,1930,2307,2246,1947,1659,1108,2062,2174,2059,2181
Sevilla,Payroll,0,0,712,872,737,624,533,411,804,842,831,796
Sevilla,Personnel Related Expenses,0,0,5,12,11,9,8,6,11,12,12,11
Sevilla,Refunds,245,263,78,95,91,78,67,46,86,92,87,94
Sevilla,Sales And Marketing,1423,1422,2129,2817,2087,1607,1579,1030,2107,2606,2509,2216
Sevilla,Supply Incentives,12542,18204,15098,28925,18563,16062,10456,4833,17600,18072,13435,19217
Sevilla,Tax Accrual,411,752,529,640,611,529,455,311,580,618,585,633
Sevilla,Total Revenue,43866,46465,49019,59274,56595,48970,42160,28768,53659,57189,54173,58589
Sevilla,Total campaigns cost,30490,39653,37941,62190,44551,39176,23947,14039,43356,43235,37271,52027
Sevilla,Total revenue exc commission for net rate,7,34,0,0,0,0,0,0,0,0,0,0
Sevilla,Travel,0,0,46,54,47,38,32,24,43,46,45,44
Sevilla,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
Spain,6721:Tax Provisions,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Customer Support,52625,33071,0,0,0,0,0,0,0,0,0,0
Spain,Customer Support G&A,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Dynamic OPEX,0,0,0,0,0,0,0,0,0,0,0,0
Spain,EBITDA (with overhead),-261653,-252185,-95893,-72684,-74694,-74233,-88387,-77031,-118342,-93976,-91568,-92278
Spain,EBITDA (without overhead),-187953,-185184,-4089,-5091,-5106,-5095,-8438,-8396,-8455,-8483,-8490,-8458
Spain,GA,56113,49340,78411,49490,55542,49787,57055,49493,90606,64675,63444,63892
Spain,Group Allocations,0,8,0,0,0,0,0,0,0,0,0,0
Spain,Local Operations,135327,152113,4089,5091,5106,5095,8438,8396,8455,8483,8490,8458
Spain,Local ops Office Expenses,168,142,0,0,0,0,0,0,0,0,0,0
Spain,Local ops Outsourced Services,25940,15953,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042
Spain,Local ops Software & Tools,10619,5994,1633,2667,2667,2667,6067,6067,6067,6067,6067,6067
Spain,Marketing Admin,17587,17661,13393,18103,14045,19350,22893,19142,19281,20817,19634,19928
Spain,OPEX (fixed cost),187953,185184,4089,5091,5106,5095,8438,8396,8455,8483,8490,8458
Spain,Other Operating Income and Expenses,0,0,0,0,0,0,0,0,0,0,0,0
Spain,OtherOp exc Tax and Provisions,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Payroll,91840,122050,414,382,397,386,329,287,346,374,381,349
Spain,Personnel Related Expenses,1265,688,0,0,0,0,0,0,0,0,0,0
Spain,R&D (exc IT Infrastructure),0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tax Accrual,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Travel,4377,3860,0,0,0,0,0,0,0,0,0,0
Toledo,3000:Commission,70598,75579,65743,91939,107063,103608,74003,58718,75915,78443,74482,79923
Toledo,4140:Supply: Car branding incentives,6916,7995,0,0,0,0,0,0,0,0,0,0
Toledo,4151:Supply: Projects,27,33,0,0,0,0,0,0,0,0,0,0
Toledo,4160:Supply: Booking fee,4206,2271,2367,3310,3854,3730,2664,2114,2733,2824,2681,2877
Toledo,4190:Supply: Insurance,3,3,0,0,0,0,0,0,0,0,0,0
Toledo,4230:Demand: Refunds Agent,120,294,210,294,343,332,237,188,243,251,238,256
Toledo,4300:Payment processing fees,1893,2286,2314,3236,3854,3730,2664,2067,2672,2761,2622,2749
Toledo,4310:Payout Fees,23,-1,13,18,21,21,15,12,15,16,15,16
Toledo,4311:Fiscalization services,30,107,95,123,141,136,103,81,100,103,100,103
Toledo,4320:Fraud & Failed Payments,4,70,184,221,257,249,148,117,152,126,119,128
Toledo,4340:Debt expense,-1,28,18,26,30,29,21,16,21,22,21,22
Toledo,5100:Operational costs,0,7,0,0,0,0,0,0,0,0,0,0
Toledo,5102:Operational Tax cost - Other,628,1136,710,993,1156,1119,799,634,820,847,804,863
Toledo,5230:Demand: Car Branding,732,144,243,632,793,1075,561,240,587,776,643,221
Toledo,6420:Infrastructure & services,325,299,267,347,396,383,290,227,281,290,281,290
Toledo,6421:Communication Services,104,103,130,167,187,181,137,105,130,134,130,134
Toledo,COS IT Infrastructure,429,402,397,513,583,564,427,332,411,424,410,424
Toledo,COS Operational Costs,688,1290,815,1140,1328,1285,918,728,941,973,924,991
Toledo,COS Supply Costs,4236,2307,2367,3310,3854,3730,2664,2114,2733,2824,2681,2877
Toledo,Commission for Net Rate,70598,75579,65743,91939,107063,103608,74003,58718,75915,78443,74482,79923
Toledo,Customer Support,20,26,146,191,621,531,359,205,351,367,363,363
Toledo,Customer Support G&A,0,0,2,0,0,-3,-5,-4,-1,-1,1,-1
Toledo,Demand Incentives,41983,32716,21038,25743,42825,37299,14801,11744,33402,34515,32772,35166
Toledo,Dynamic OPEX,7302,6489,6202,8587,10068,9746,6964,5471,7046,7249,6891,7312
Toledo,EBITDA (with overhead),-579,24645,23745,41759,35865,38600,27335,23378,9791,9593,9018,10665
Toledo,EBITDA (without overhead),-775,24394,23746,41759,35866,38597,27330,23375,9790,9592,9019,10664
Toledo,GA,-223,-293,0,0,0,0,0,0,0,0,0,0
Toledo,GMV,282695,302459,262972,367754,428251,414434,296010,234870,303658,313771,297929,319691
Toledo,Gross Demand Spend,0,0,21038,25743,42825,37299,14801,11744,33402,34515,32772,35166
Toledo,Gross Net Rate,0,0,34449,57002,52675,54291,39073,32412,21863,22591,21451,23018
Toledo,Gross Supply Spend,0,0,10256,9194,11563,12019,20129,14562,20649,21336,20259,21739
Toledo,Group Allocations,137,202,124,176,186,175,351,112,143,225,155,152
Toledo,Local Operations,137,202,1498,2094,2171,2020,1653,1262,1696,1809,1726,1656
Toledo,Local ops Office Expenses,0,0,1,2,2,2,1,1,1,1,1,1
Toledo,Local ops Outsourced Services,0,0,311,405,419,363,253,216,294,306,310,302
Toledo,Local ops Software & Tools,0,0,40,57,62,59,42,34,43,43,40,39
Toledo,Marketing Admin,27,42,0,0,0,0,0,0,0,0,0,0
Toledo,Net Rate,8851,33255,34449,57002,52675,54291,39073,32412,21863,22591,21451,23018
Toledo,Net rate incl Other revenue,8851,33255,34449,57002,52675,54291,39073,32412,21863,22591,21451,23018
Toledo,No. of rides/orders,21830,22656,18136,23574,26934,26065,19734,15452,19098,19734,19098,19734
Toledo,OPEX (fixed cost),2324,2373,4501,6655,6741,5948,4779,3566,5027,5751,5541,5042
Toledo,Other Operating Income and Expenses,0,29,18,26,30,29,21,16,21,22,21,22
Toledo,Payment Processing,1949,2462,2606,3599,4274,4136,2930,2277,2939,3006,2856,2996
Toledo,Payroll,0,0,955,1352,1393,1320,936,839,1138,1155,1143,1086
Toledo,Personnel Related Expenses,0,0,7,19,21,20,14,12,16,16,16,16
Toledo,Refunds,60,147,105,147,171,166,118,94,121,126,119,128
Toledo,Sales And Marketing,2167,2145,2855,4370,3949,3399,2771,2103,2981,3575,3450,3023
Toledo,Supply Incentives,12847,1612,10256,9194,11563,12019,20129,14562,20649,21336,20259,21739
Toledo,Tax Accrual,628,1136,710,993,1156,1119,799,634,820,847,804,863
Toledo,Total Revenue,70598,75579,65743,91939,107063,103608,74003,58718,75915,78443,74482,79923
Toledo,Total campaigns cost,61747,42323,31294,34937,54388,49318,34929,26305,54051,55851,53031,56905
Toledo,Travel,0,0,61,83,88,81,57,48,61,62,61,60
Toledo,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,3000:Commission,0,4151,107867,169853,213919,322407,733876,413297,586061,592621,533886,674946
Valencia,4151:Supply: Projects,0,2,13300,13300,10378,10378,23678,23678,20756,34056,34056,31133
Valencia,4160:Supply: Booking fee,0,125,3883,6115,7701,11607,26420,14879,21098,21334,19220,24298
Valencia,4190:Supply: Insurance,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,4230:Demand: Refunds Agent,0,1,345,544,685,1032,2348,1323,1875,1896,1708,2160
Valencia,4300:Payment processing fees,0,106,3797,5979,7701,11607,26420,14548,20629,20860,18793,23218
Valencia,4310:Payout Fees,0,0,22,34,43,64,147,83,117,119,107,135
Valencia,4311:Fiscalization services,0,6,165,259,315,456,1004,544,876,905,834,1002
Valencia,4320:Fraud & Failed Payments,0,1,302,408,513,774,1468,827,1172,948,854,1080
Valencia,4340:Debt expense,0,1,30,48,60,90,205,116,164,166,149,189
Valencia,5100:Operational costs,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,5102:Operational Tax cost - Other,0,63,1165,1834,2310,3482,7926,4464,6329,6400,5766,7289
Valencia,5230:Demand: Car Branding,0,8,399,1168,1584,3346,5566,1688,4535,5866,4608,1865
Valencia,6420:Infrastructure & services,0,16,463,729,886,1281,2820,1528,2461,2543,2343,2815
Valencia,6421:Communication Services,0,6,226,351,418,604,1328,707,1142,1175,1082,1298
Valencia,COS IT Infrastructure,0,22,689,1080,1304,1885,4148,2235,3603,3718,3425,4113
Valencia,COS Operational Costs,0,63,1338,2106,2653,3998,9100,5125,7267,7348,6620,8369
Valencia,COS Supply Costs,0,127,17183,19415,18079,21985,50098,38557,41854,55390,53276,55431
Valencia,Commission for Net Rate,0,4151,107867,169853,213919,322407,733876,413297,586061,592621,533886,674946
Valencia,Customer Support,0,1,240,353,1242,1654,3563,1445,2707,2772,2605,3069
Valencia,Customer Support G&A,0,0,3,1,1,-8,-46,-26,-6,-6,6,-6
Valencia,Demand Incentives,0,4780,141090,169853,171136,180548,293550,132255,93770,94819,85422,134989
Valencia,Dynamic OPEX,0,326,23523,29327,30667,40867,92634,62060,75689,89461,84052,93542
Valencia,EBITDA (with overhead),0,-1334,-120224,-126550,-98901,-64526,15598,33546,169160,153928,134629,163559
Valencia,EBITDA (without overhead),0,-1348,-120222,-126549,-98900,-64533,15552,33520,169154,153922,134635,163553
Valencia,Fleet upfront investments,0,0,456000,0,0,0,456000,0,0,456000,0,0
Valencia,GA,0,-16,0,0,0,0,0,0,0,0,0,0
Valencia,GMV,0,16603,431468,679410,855678,1289628,2935504,1653187,2344244,2370484,2135545,2699783
Valencia,Gross Demand Spend,0,0,141090,169853,171136,180548,293550,132255,93770,94819,85422,134989
Valencia,Gross Net Rate,0,0,-89314,-84926,-54763,-5159,155582,120683,283654,286829,258401,299676
Valencia,Gross Supply Spend,0,0,56091,84926,97547,147018,284744,160359,208638,210973,190063,240281
Valencia,Group Allocations,0,11,203,324,372,545,3479,790,1102,1703,1113,1286
Valencia,Issued loans outflow,0,0,-526000,0,0,0,0,0,0,0,0,0
Valencia,Local Operations,0,11,2459,3869,4338,6285,16397,8884,13093,13670,12372,13989
Valencia,Local ops Office Expenses,0,0,2,3,4,5,11,7,9,9,9,10
Valencia,Local ops Outsourced Services,0,0,511,748,838,1130,2507,1520,2270,2313,2221,2555
Valencia,Local ops Software & Tools,0,0,65,106,123,185,416,237,333,322,284,331
Valencia,Marketing Admin,0,2,0,0,0,0,0,0,0,0,0,0
Valencia,Net Rate,0,-629,-89314,-84926,-54763,-5159,155582,120683,283654,286829,258401,299676
Valencia,Net rate incl Other revenue,0,-629,-89314,-84926,-54763,-5159,155582,120683,283654,286829,258401,299676
Valencia,No. of rides/orders,0,1221,31494,49592,60259,87137,191863,103974,167446,173028,159369,191474
Valencia,OPEX (fixed cost),0,393,7385,12296,13469,18508,47395,25103,38810,43446,39714,42580
Valencia,Other Operating Income and Expenses,0,1,30,48,60,90,205,116,164,166,149,189
Valencia,Payment Processing,0,113,4285,6680,8573,12901,29038,16001,22795,22832,20587,25435
Valencia,Payroll,0,0,1566,2498,2784,4107,9281,5903,8784,8728,8192,9169
Valencia,Personnel Related Expenses,0,0,11,36,41,61,139,87,122,122,114,131
Valencia,Refunds,0,0,173,272,342,516,1174,661,938,948,854,1080
Valencia,Sales And Marketing,0,381,4684,8073,7889,10578,27481,14800,23016,27009,24731,25528
Valencia,Supply Incentives,0,0,56091,84926,97547,147018,284744,160359,208638,210973,190063,240281
Valencia,Tax Accrual,0,63,1165,1834,2310,3482,7926,4464,6329,6400,5766,7289
Valencia,Total Revenue,0,4151,107867,169853,213919,322407,733876,413297,586061,592621,533886,674946
Valencia,Total campaigns cost,0,4780,197181,254779,268683,327565,578294,292614,302407,305792,275485,375270
Valencia,Travel,0,0,100,154,176,251,563,339,473,472,439,506
Zaragoza,3000:Commission,8337,9887,8878,9717,27317,28438,26947,25034,33578,34398,31957,34724
Zaragoza,4140:Supply: Car branding incentives,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,4151:Supply: Projects,3,4,0,0,341,341,657,657,633,974,974,950
Zaragoza,4160:Supply: Booking fee,484,293,320,350,983,1024,970,901,1209,1238,1150,1250
Zaragoza,4190:Supply: Insurance,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,4230:Demand: Refunds Agent,34,47,28,31,87,91,86,80,107,110,102,111
Zaragoza,4300:Payment processing fees,285,347,312,342,983,1024,970,881,1182,1211,1125,1194
Zaragoza,4310:Payout Fees,3,0,2,2,5,6,5,5,7,7,6,7
Zaragoza,4311:Fiscalization services,4,14,15,17,47,48,48,47,56,58,56,58
Zaragoza,4320:Fraud & Failed Payments,29,13,25,23,66,68,54,50,67,55,51,56
Zaragoza,4340:Debt expense,0,6,2,3,8,8,8,7,9,10,9,10
Zaragoza,5100:Operational costs,0,1,0,0,0,0,0,0,0,0,0,0
Zaragoza,5102:Operational Tax cost - Other,72,146,96,105,295,307,291,270,363,371,345,375
Zaragoza,5230:Demand: Car Branding,86,19,33,67,202,295,204,102,260,340,276,96
Zaragoza,6420:Infrastructure & services,42,42,44,48,132,134,134,131,158,162,157,163
Zaragoza,6421:Communication Services,13,14,21,23,62,63,63,61,73,75,72,75
Zaragoza,COS IT Infrastructure,55,56,65,71,194,197,197,192,231,237,229,239
Zaragoza,COS Operational Costs,89,171,110,120,339,353,334,310,416,427,396,431
Zaragoza,COS Supply Costs,488,297,320,350,1324,1365,1627,1558,1842,2212,2124,2200
Zaragoza,Commission for Net Rate,8337,9887,8878,9717,27317,28438,26947,25034,33578,34398,31957,34724
Zaragoza,Customer Support,2,4,20,20,159,146,131,88,155,161,156,158
Zaragoza,Customer Support G&A,0,0,0,0,0,-1,-2,-2,0,0,0,0
Zaragoza,Demand Incentives,4272,4994,3551,3032,15953,16608,8407,4807,10476,10732,6136,13612
Zaragoza,Dynamic OPEX,953,903,851,928,2966,3068,3245,3053,3811,4216,3996,4194
Zaragoza,EBITDA (with overhead),-2343,-4212,636,2217,-3921,-3449,3208,5342,6591,6197,8710,3893
Zaragoza,EBITDA (without overhead),-2366,-4245,636,2217,-3921,-3449,3206,5341,6591,6196,8710,3893
Zaragoza,Fleet upfront investments,0,0,0,0,19000,0,19000,0,0,19000,0,0
Zaragoza,GA,-26,-38,0,0,0,0,0,0,0,0,0,0
Zaragoza,GMV,33350,39550,35511,38869,109269,113751,107788,100138,134311,137591,127827,138894
Zaragoza,Gross Demand Spend,0,0,3551,3032,15953,16608,8407,4807,10476,10732,6136,13612
Zaragoza,Gross Net Rate,0,0,2095,3848,765,1251,8192,9914,12625,12934,15084,10278
Zaragoza,Gross Supply Spend,0,0,3232,2837,10599,10579,10348,10314,10476,10732,10737,10834
Zaragoza,Group Allocations,18,29,17,19,47,48,128,48,63,99,67,66
Zaragoza,Issued loans outflow,0,0,-20000,0,0,0,0,0,0,0,0,0
Zaragoza,Local Operations,18,29,202,221,554,554,602,538,750,793,741,720
Zaragoza,Local ops Office Expenses,0,0,0,0,0,0,0,0,1,1,1,1
Zaragoza,Local ops Outsourced Services,0,0,42,43,107,100,92,92,130,134,133,131
Zaragoza,Local ops Software & Tools,0,0,5,6,16,16,15,14,19,19,17,17
Zaragoza,Marketing Admin,3,5,0,0,0,0,0,0,0,0,0,0
Zaragoza,Net Rate,-1141,-3033,2095,3848,765,1251,8192,9914,12625,12934,15084,10278
Zaragoza,Net rate incl Other revenue,-1141,-3033,2095,3848,765,1251,8192,9914,12625,12934,15084,10278
Zaragoza,No. of rides/orders,2794,3156,2959,3239,8957,9100,9135,8941,10745,11007,10652,11112
Zaragoza,OPEX (fixed cost),273,309,608,703,1720,1633,1740,1521,2224,2522,2377,2191
Zaragoza,Other Operating Income and Expenses,0,6,2,3,8,8,8,7,9,10,9,10
Zaragoza,Payment Processing,321,373,355,384,1101,1145,1077,983,1312,1330,1238,1315
Zaragoza,Payroll,0,0,129,143,356,362,341,358,503,507,490,472
Zaragoza,Personnel Related Expenses,0,0,1,2,5,5,5,5,7,7,7,7
Zaragoza,Refunds,17,23,14,16,44,46,43,40,54,55,51,56
Zaragoza,Sales And Marketing,252,277,386,462,1007,933,1009,896,1319,1568,1480,1313
Zaragoza,Supply Incentives,5206,7926,3232,2837,10599,10579,10348,10314,10476,10732,10737,10834
Zaragoza,Tax Accrual,72,146,96,105,295,307,291,270,363,371,345,375
Zaragoza,Total Revenue,8337,9887,8878,9717,27317,28438,26947,25034,33578,34398,31957,34724
Zaragoza,Total campaigns cost,9478,12921,6783,5869,26552,27187,18755,15121,20952,21464,16873,24445
Zaragoza,Total revenue exc commission for net rate,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,Travel,0,0,8,9,22,22,21,21,27,27,26,26
Zaragoza,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
